partner_id,name,phone,vehicle_type,rating,num_deliveries,city,team_lead_id,is_active,license_number
PARTNER0259,James Williamson,555-1207856,Car,2.6,651,Los Angeles,PARTNER0420,False,LIC5338192
PARTNER0260,Sylvia Becker,555-5749180,Bike,2.8,847,New York,PARTNER0499,False,LIC4018752
PARTNER0261,Bill Beck,555-8626319,Bike,1.5,102,Chicago,PARTNER0143,True,LIC4479575
PARTNER0262,Charles Torres,555-2698009,Van,2.9,347,New York,PARTNER0105,False,LIC4808069
PARTNER0263,Greg Romero,555-8978890,Bike,4.4,547,Los Angeles,PARTNER0149,True,LIC3801288
PARTNER0264,James Lopez,555-3184612,Bike,3.4,617,Los Angeles,PARTNER0247,False,LIC1793715
PARTNER0265,Scott Bowen,555-1834847,Bike,3.4,185,Los Angeles,PARTNER0401,True,LIC6961105
PARTNER0266,Corey Sanchez,555-2185932,Car,1.0,968,Los Angeles,PARTNER0122,False,LIC2727512
PARTNER0267,Cindy Morris,555-7773899,Van,4.4,753,Los Angeles,PARTNER0195,False,LIC6687214
PARTNER0268,Shane Mason,555-3376981,Bike,4.5,824,New York,PARTNER0418,True,LIC3597998
PARTNER0269,Keith Mcfarland,555-1013310,Car,1.0,769,Phoenix,PARTNER0047,False,LIC8764425
PARTNER0270,Amanda Morales,555-1562179,Bike,4.0,402,New York,PARTNER0102,False,LIC2631999
PARTNER0271,Ian Boyd,555-9826046,Car,1.5,827,Chicago,PARTNER0266,True,LIC9323307
PARTNER0272,William Brooks DVM,555-7969500,Bike,1.3,886,Houston,PARTNER0043,True,LIC6457276
PARTNER0273,Jason Bates,555-7752234,Car,4.2,299,Chicago,PARTNER0169,False,LIC5923958
PARTNER0274,Amanda Jones,555-1220743,Bike,4.9,259,Los Angeles,PARTNER0403,False,LIC9748142
PARTNER0275,Christopher Bishop,555-6407904,Bike,2.3,174,Houston,PARTNER0482,False,LIC9360809
PARTNER0276,Aaron Ayers,555-9559483,Bike,3.8,141,Phoenix,PARTNER0302,True,LIC5135242
PARTNER0277,Michael Keller,555-1396896,Van,4.0,541,Houston,PARTNER0136,True,LIC5194792
PARTNER0278,Michael Chen,555-5960797,Car,1.3,889,Phoenix,PARTNER0423,True,LIC7543897
PARTNER0279,Gregory King,555-9484351,Bike,3.5,456,Houston,PARTNER0138,False,LIC3839213
PARTNER0280,Catherine Baldwin,555-8703209,Van,2.3,962,Los Angeles,PARTNER0227,True,LIC8304183
PARTNER0281,Cody Carrillo,555-4819284,Car,2.9,915,Los Angeles,PARTNER0101,False,LIC7776234
PARTNER0282,Angela Brown,555-2803428,Car,2.2,101,Los Angeles,PARTNER0193,True,LIC5069482
PARTNER0283,Brenda Schneider,555-8348884,Van,3.5,672,Chicago,PARTNER0205,False,LIC4343416
PARTNER0284,Brandon Phillips,555-8356557,Van,1.0,465,Chicago,PARTNER0277,True,LIC6936635
PARTNER0285,Kimberly Morrison,555-6063930,Bike,3.8,603,New York,PARTNER0455,False,LIC4005382
PARTNER0286,Debra Walker,555-5879940,Van,3.5,261,Phoenix,PARTNER0089,True,LIC1574152
PARTNER0287,Donald Adams,555-4594905,Bike,2.5,958,Phoenix,PARTNER0328,True,LIC7109639
PARTNER0288,Sherri Smith,555-5003394,Car,2.3,551,Chicago,PARTNER0394,False,LIC9522990
PARTNER0289,Dr. Monique Burton,555-1594819,Car,1.5,185,Houston,PARTNER0496,True,LIC9843003
PARTNER0290,Justin Leon,555-5282468,Bike,1.4,617,Chicago,PARTNER0024,True,LIC4251731
PARTNER0291,Heidi Alexander,555-6720673,Car,4.4,587,Chicago,PARTNER0221,False,LIC7203181
PARTNER0292,Sarah Harrington,555-1619850,Bike,4.8,537,Chicago,PARTNER0303,True,LIC8372113
PARTNER0293,Jennifer Thompson,555-2457081,Car,2.8,166,New York,PARTNER0426,False,LIC2479990
PARTNER0294,Mrs. Hannah Howard,555-1324952,Bike,2.4,183,Chicago,PARTNER0292,True,LIC4759922
PARTNER0295,Gloria Williams,555-6572488,Van,3.4,572,Houston,PARTNER0308,True,LIC2466341
PARTNER0296,Carolyn Jefferson,555-4192750,Bike,4.7,283,Phoenix,PARTNER0226,False,LIC2054500
PARTNER0297,Melissa Smith,555-7256733,Bike,1.4,727,Phoenix,PARTNER0190,False,LIC8181167
PARTNER0298,Joel Alvarado,555-2735984,Car,2.7,678,Houston,PARTNER0430,True,LIC2113119
PARTNER0299,Tammy Coleman,555-6080363,Car,4.5,629,Chicago,PARTNER0265,True,LIC7097005
PARTNER0300,Adam Adams,555-2843084,Van,3.0,223,Houston,PARTNER0369,True,LIC3673834
PARTNER0301,Crystal Powell,555-7937172,Car,2.0,934,Chicago,PARTNER0330,False,LIC6951581
PARTNER0302,Catherine Collins,555-4475109,Car,1.4,376,Phoenix,PARTNER0091,False,LIC4246348
PARTNER0303,Austin Torres,555-2771783,Bike,2.0,122,Los Angeles,PARTNER0012,True,LIC9869143
PARTNER0304,Christina Williams,555-4949740,Car,1.2,335,Chicago,PARTNER0437,False,LIC1778359
PARTNER0305,Renee Wilson,555-7409079,Car,4.3,774,Los Angeles,PARTNER0026,False,LIC6469580
PARTNER0306,Larry Blackwell,555-5386849,Car,1.3,342,Chicago,PARTNER0214,False,LIC5734248
PARTNER0307,Tanya Rogers,555-8200382,Van,2.2,899,Chicago,PARTNER0077,True,LIC9681612
PARTNER0308,Christy Garrison,555-8760841,Car,3.3,981,Chicago,PARTNER0292,False,LIC2811784
PARTNER0309,Hailey Ellis,555-9103240,Bike,2.2,104,New York,PARTNER0490,True,LIC3043363
PARTNER0310,Daniel Pugh,555-3903474,Car,3.8,369,Chicago,PARTNER0037,False,LIC8902642
PARTNER0311,Christine Figueroa DDS,555-7204319,Car,1.2,511,Chicago,PARTNER0335,True,LIC6073357
PARTNER0312,Robert Neal,555-5102573,Van,1.8,589,Los Angeles,PARTNER0230,False,LIC9595880
PARTNER0313,Joanna Sanchez,555-9899965,Van,5.0,182,New York,PARTNER0499,False,LIC2308172
PARTNER0314,Molly Cooley,555-1279167,Van,2.8,755,New York,PARTNER0180,True,LIC5060150
PARTNER0315,Diana Alexander,555-6850024,Bike,4.5,409,Chicago,PARTNER0059,True,LIC9048032
PARTNER0316,Dylan Johnson,555-9926302,Van,4.5,321,Houston,PARTNER0019,True,LIC7617888
PARTNER0317,Robert Mcdonald,555-1337036,Bike,1.4,126,Phoenix,PARTNER0325,True,LIC1348579
PARTNER0318,Deborah Johnson,555-7446609,Car,4.0,630,Los Angeles,PARTNER0195,True,LIC3762196
PARTNER0319,Andrew Lee,555-5657632,Car,4.4,149,Houston,PARTNER0217,False,LIC5150226
PARTNER0320,Jeffrey Fox,555-3159490,Van,4.3,780,Los Angeles,PARTNER0481,False,LIC2667854
PARTNER0321,Billy Brown,555-9312038,Van,1.9,478,Los Angeles,PARTNER0349,False,LIC2489454
PARTNER0322,Ryan Bell,555-5030944,Bike,4.7,601,New York,PARTNER0241,True,LIC9430846
PARTNER0323,Gina Krause,555-6075860,Car,3.6,276,Houston,PARTNER0379,True,LIC7187445
PARTNER0324,Daniel Stewart,555-5062796,Car,4.4,296,Los Angeles,PARTNER0390,False,LIC8134281
PARTNER0325,Mr. Michael Stevens,555-1825951,Car,3.1,505,Houston,PARTNER0077,True,LIC5024488
PARTNER0326,David Thomas,555-2319393,Van,4.0,197,New York,PARTNER0058,True,LIC2614263
PARTNER0327,Martin Montgomery,555-2454086,Car,2.9,557,Houston,PARTNER0048,True,LIC4229502
PARTNER0328,Patricia Lopez,555-6700699,Bike,3.9,536,Houston,PARTNER0033,True,LIC8560236
PARTNER0329,Jean Vasquez,555-9299272,Bike,2.6,146,Chicago,PARTNER0047,False,LIC6293213
PARTNER0330,Jean Hopkins,555-4760697,Van,4.5,548,Phoenix,PARTNER0333,True,LIC9657363
PARTNER0331,Daniel Kaiser,555-5833269,Van,4.6,139,Houston,PARTNER0250,True,LIC3781823
PARTNER0332,Jason Moss,555-9605582,Van,3.5,975,Houston,PARTNER0167,False,LIC2342772
PARTNER0333,Shannon Wade,555-7588300,Van,3.3,930,Houston,PARTNER0185,True,LIC4280636
PARTNER0334,Elizabeth Hayes,555-6199151,Van,4.4,795,Phoenix,PARTNER0349,True,LIC6483155
PARTNER0335,Michael Mccormick,555-4039170,Bike,3.1,963,Phoenix,PARTNER0173,False,LIC8967459
PARTNER0336,Allen Bowman,555-7199672,Bike,4.8,217,Chicago,PARTNER0170,False,LIC6802358
PARTNER0337,Donald Porter,555-3962791,Bike,2.6,324,Phoenix,PARTNER0085,True,LIC5841661
PARTNER0338,Matthew Banks,555-2329234,Bike,2.8,134,Phoenix,PARTNER0236,False,LIC8832718
PARTNER0339,Kyle Duffy,555-2219448,Bike,2.8,605,New York,PARTNER0384,True,LIC3927248
PARTNER0340,Timothy Jackson,555-1615513,Car,2.7,411,Chicago,PARTNER0266,False,LIC1544269
PARTNER0341,Tyler Stephens,555-8713739,Bike,2.2,553,Los Angeles,PARTNER0098,True,LIC4438658
PARTNER0342,Dennis Cameron,555-8692905,Van,2.5,324,Chicago,PARTNER0079,False,LIC6524725
PARTNER0343,Michael Price,555-5806328,Car,2.8,462,Chicago,PARTNER0059,True,LIC4746052
PARTNER0344,Martin Coleman,555-3307857,Bike,2.3,748,New York,PARTNER0419,False,LIC1501934
PARTNER0345,Alan Golden,555-4766044,Van,2.0,385,Phoenix,PARTNER0329,False,LIC2001276
PARTNER0346,Jack Brown,555-9847115,Car,1.2,145,Houston,PARTNER0437,True,LIC6972856
PARTNER0347,Kevin Montes,555-5201505,Bike,3.5,361,Houston,PARTNER0015,False,LIC3251351
PARTNER0348,Kathryn Stephens,555-6059685,Bike,1.7,981,New York,PARTNER0264,True,LIC8526625
PARTNER0349,Anna Stone,555-7916105,Car,4.3,167,Los Angeles,PARTNER0068,True,LIC3777269
PARTNER0350,Andrew Kennedy,555-6041723,Van,4.2,255,Chicago,PARTNER0248,True,LIC1238617
PARTNER0351,Madison Harrison,555-6677233,Car,4.9,304,Los Angeles,PARTNER0018,True,LIC7613218
PARTNER0352,Kevin Macias,555-7126395,Car,1.8,191,Los Angeles,PARTNER0039,False,LIC5549423
PARTNER0353,Carol Green,555-4050159,Van,4.9,309,New York,PARTNER0267,False,LIC3108368
PARTNER0354,Emily Kaufman,555-2541345,Bike,1.7,706,Los Angeles,PARTNER0269,True,LIC8547683
PARTNER0355,Mrs. Barbara Lewis DVM,555-7918349,Car,1.1,459,Houston,PARTNER0375,False,LIC8214676
PARTNER0356,Caitlyn Cherry,555-1637935,Van,2.7,765,Houston,PARTNER0442,False,LIC9905649
PARTNER0357,Matthew Page,555-6200046,Car,3.5,968,Houston,PARTNER0426,True,LIC4422824
PARTNER0358,Tara Sandoval,555-2841553,Bike,1.8,756,Los Angeles,PARTNER0489,False,LIC5462942
PARTNER0359,Maria Humphrey,555-9006291,Van,2.7,247,New York,PARTNER0405,False,LIC1623570
PARTNER0360,April Lewis,555-2897855,Van,2.8,143,Houston,PARTNER0039,True,LIC3058514
PARTNER0361,Lisa Allen,555-4084604,Van,2.8,568,Los Angeles,PARTNER0079,False,LIC4890672
PARTNER0362,Garrett Hawkins,555-8626196,Van,2.2,236,Chicago,PARTNER0258,True,LIC7018061
PARTNER0363,Amber Lloyd,555-6134214,Bike,2.8,453,Phoenix,PARTNER0015,False,LIC1939831
PARTNER0364,Sean Elliott,555-6962842,Car,3.9,770,Phoenix,PARTNER0321,True,LIC6739823
PARTNER0365,Aaron Williams,555-2731582,Bike,3.1,612,Houston,PARTNER0301,True,LIC6545103
PARTNER0366,David Pineda,555-8312819,Car,4.3,247,New York,PARTNER0041,True,LIC1517076
PARTNER0367,Jacob Harrison,555-9390242,Van,3.0,743,New York,PARTNER0348,True,LIC8961698
PARTNER0368,Christy Lowery,555-4379059,Bike,1.9,387,Houston,PARTNER0484,True,LIC2033926
PARTNER0369,Shawn Murray,555-2670337,Car,1.4,183,Phoenix,PARTNER0420,False,LIC6181729
PARTNER0370,Madison Ramos,555-7337747,Bike,3.9,380,Chicago,PARTNER0213,True,LIC3309938
PARTNER0371,Sarah Rodriguez,555-7166340,Van,2.6,464,Houston,PARTNER0167,True,LIC2550184
PARTNER0372,Nancy Pierce,555-8487269,Car,2.5,596,Los Angeles,PARTNER0079,True,LIC7621449
PARTNER0373,Randall Huff,555-3782064,Van,3.8,378,Los Angeles,PARTNER0015,True,LIC6775161
PARTNER0374,Cassandra Rice,555-7234889,Van,4.7,549,Chicago,PARTNER0092,True,LIC6155676
PARTNER0375,Debra Sullivan,555-3066286,Bike,4.5,968,Phoenix,PARTNER0396,True,LIC4629494
PARTNER0376,Jacob Vaughn,555-9002222,Van,1.2,540,Chicago,PARTNER0199,False,LIC1767581
PARTNER0377,Vincent Butler,555-5457211,Car,1.1,353,Los Angeles,PARTNER0161,True,LIC2222594
PARTNER0378,James Roman,555-9222706,Bike,2.1,587,Chicago,PARTNER0270,True,LIC3658337
PARTNER0379,Nicole Smith,555-2283531,Van,3.9,553,Phoenix,PARTNER0183,True,LIC1100837
PARTNER0380,Gloria Dominguez DDS,555-7507023,Car,2.8,953,Chicago,PARTNER0054,False,LIC8409576
PARTNER0381,Angelica Howell,555-6855574,Bike,1.5,662,Houston,PARTNER0364,False,LIC1254226
PARTNER0382,Peter Blackwell,555-5823988,Car,2.1,137,Phoenix,PARTNER0082,True,LIC6012881
PARTNER0383,Austin Patterson,555-3447008,Van,1.4,746,New York,PARTNER0312,True,LIC8564259
PARTNER0384,Mary Smith,555-8224790,Van,5.0,577,Phoenix,PARTNER0460,False,LIC3731341
PARTNER0385,Michelle Rivera,555-2236759,Bike,4.9,543,New York,PARTNER0481,True,LIC7533849
PARTNER0386,Julie Fleming,555-4794849,Bike,1.1,805,Houston,PARTNER0497,False,LIC5173239
PARTNER0387,Anthony White PhD,555-2234787,Van,3.2,579,Houston,PARTNER0058,False,LIC6823701
PARTNER0388,Allen Logan,555-6980754,Car,4.7,391,Houston,PARTNER0068,False,LIC6653733
PARTNER0389,Benjamin Rivera,555-2441095,Bike,3.7,418,Los Angeles,PARTNER0011,False,LIC3376361
PARTNER0390,Daniel Winters,555-7087413,Car,3.4,608,Houston,PARTNER0021,False,LIC3596388
PARTNER0391,Eric Phelps,555-4105353,Van,4.9,907,Los Angeles,PARTNER0142,True,LIC5657896
PARTNER0392,Robert Franklin,555-8485419,Van,2.2,416,Los Angeles,PARTNER0408,False,LIC3884199
PARTNER0393,Kim Hayden,555-7203787,Bike,1.1,264,Phoenix,PARTNER0268,True,LIC2195320
PARTNER0394,Miranda Patel,555-5407716,Car,1.4,654,Los Angeles,PARTNER0041,True,LIC3923350
PARTNER0395,Jordan Avila,555-9463998,Van,2.3,693,Chicago,PARTNER0392,True,LIC3630023
PARTNER0396,David Kelly MD,555-9388076,Van,4.3,897,Chicago,PARTNER0131,True,LIC3046675
PARTNER0397,Michael White,555-6567215,Bike,3.6,451,Los Angeles,PARTNER0430,False,LIC8327431
PARTNER0398,Kathy Jones,555-9488567,Bike,4.4,737,New York,PARTNER0271,True,LIC9609923
PARTNER0399,Carrie Hopkins,555-6486967,Van,4.7,823,Phoenix,PARTNER0194,True,LIC5204503
PARTNER0400,Melissa Martin,555-5270803,Van,4.9,794,New York,PARTNER0434,True,LIC2359423
PARTNER0401,Robin Green,555-4529203,Car,4.4,429,Los Angeles,PARTNER0487,True,LIC6033459
PARTNER0402,Tonya Jones,555-9267762,Car,2.0,395,Chicago,PARTNER0420,False,LIC9032012
PARTNER0403,Chad Aguilar,555-3776432,Van,2.9,962,New York,PARTNER0491,True,LIC7032286
PARTNER0404,Alejandro Bradshaw,555-1900539,Bike,2.0,553,Houston,PARTNER0483,False,LIC1906593
PARTNER0405,Elizabeth Fritz,555-7522032,Car,2.6,398,New York,PARTNER0418,True,LIC9972609
PARTNER0406,Cody Frye,555-7077408,Car,3.4,199,Los Angeles,PARTNER0340,True,LIC9137483
PARTNER0407,Kristina Campbell,555-2639811,Bike,4.7,785,New York,PARTNER0448,True,LIC1846966
PARTNER0408,Kara Gomez,555-7138890,Van,4.6,478,Chicago,PARTNER0146,True,LIC4569771
PARTNER0409,Kenneth Peterson,555-8690598,Car,2.6,1000,Los Angeles,PARTNER0118,True,LIC3135192
PARTNER0410,Carol French,555-1781648,Van,1.7,445,Chicago,PARTNER0013,True,LIC8892961
PARTNER0411,Mark Nguyen,555-3723655,Van,1.0,404,Chicago,PARTNER0201,True,LIC3090876
PARTNER0412,Crystal Anderson,555-5311534,Car,2.7,503,Phoenix,PARTNER0189,True,LIC1284265
PARTNER0413,John Johnson,555-3162282,Bike,3.0,344,New York,PARTNER0338,False,LIC3913807
PARTNER0414,Scott Cook,555-8601026,Car,3.1,780,New York,PARTNER0471,False,LIC2725222
PARTNER0415,Hunter Gonzalez,555-1556204,Van,1.3,980,Phoenix,PARTNER0460,True,LIC9826463
PARTNER0416,Pamela Bell,555-5981160,Car,2.5,157,Houston,PARTNER0379,False,LIC5132884
PARTNER0417,Mitchell Hall,555-6063016,Bike,3.5,513,Chicago,PARTNER0227,False,LIC7435358
PARTNER0418,Gabrielle Russell,555-2193791,Van,2.3,455,Los Angeles,PARTNER0004,False,LIC4159666
PARTNER0419,Laura Tucker,555-6432336,Car,4.3,969,Los Angeles,PARTNER0374,False,LIC2315418
PARTNER0420,Dr. Tamara Hayes,555-6684716,Car,4.7,128,Los Angeles,PARTNER0247,True,LIC8502927
PARTNER0421,Erica Hines,555-4004227,Car,3.0,517,Chicago,PARTNER0038,False,LIC1449287
PARTNER0422,Stacey Johnson,555-2404102,Bike,2.3,332,New York,PARTNER0467,True,LIC6747184
PARTNER0423,Karen Clark,555-6590390,Car,2.2,912,Los Angeles,PARTNER0200,False,LIC2776368
PARTNER0424,Kristen Dean,555-7605143,Van,1.9,729,Los Angeles,PARTNER0477,True,LIC4172578
PARTNER0425,Rachel Faulkner,555-6235759,Bike,4.1,295,Chicago,PARTNER0066,True,LIC6377498
PARTNER0426,Cheryl Browning,555-8491402,Car,3.6,424,New York,PARTNER0428,False,LIC1233234
PARTNER0427,Kenneth Perez,555-8290541,Bike,4.7,465,Los Angeles,PARTNER0022,False,LIC6663096
PARTNER0428,Garrett Ramirez,555-6245356,Bike,4.6,642,New York,PARTNER0168,True,LIC6477229
PARTNER0429,Charles Hughes,555-9523862,Car,3.9,504,Houston,PARTNER0229,True,LIC1624285
PARTNER0430,Michael Johnson,555-5614032,Car,4.1,601,Los Angeles,PARTNER0164,True,LIC2018992
PARTNER0431,Erica Perez,555-4127826,Car,2.2,299,New York,PARTNER0202,False,LIC6462734
PARTNER0432,Erica Fowler,555-9006102,Car,1.8,637,Phoenix,PARTNER0175,True,LIC7462738
PARTNER0433,Brooke Wood,555-5484217,Bike,3.4,461,Chicago,PARTNER0487,False,LIC3823280
PARTNER0434,Benjamin Becker,555-4116768,Bike,4.5,668,Chicago,PARTNER0014,False,LIC9456909
PARTNER0435,Andrea Gillespie,555-2098892,Van,3.5,405,Houston,PARTNER0091,True,LIC6744025
PARTNER0436,Justin Taylor,555-7846993,Bike,3.6,652,Phoenix,PARTNER0107,True,LIC6191468
PARTNER0437,Timothy Gilbert,555-3396533,Car,1.1,195,Houston,PARTNER0218,True,LIC1276120
PARTNER0438,Ronald Perez,555-4416346,Van,1.1,987,Chicago,PARTNER0157,False,LIC6755791
PARTNER0439,Joseph Woods,555-9151176,Van,3.1,377,Phoenix,PARTNER0097,False,LIC5789055
PARTNER0440,Tara Wilson,555-4231497,Bike,2.8,262,Chicago,PARTNER0376,False,LIC3001996
PARTNER0441,Patricia Robinson,555-7217919,Car,3.1,608,New York,PARTNER0409,False,LIC2716238
PARTNER0442,Jessica Burnett,555-9879843,Car,3.4,876,New York,PARTNER0345,False,LIC8025131
PARTNER0443,Richard Marks,555-6810590,Car,3.9,451,New York,PARTNER0260,True,LIC7081863
PARTNER0444,Nicholas Dudley,555-5877503,Car,1.7,343,Chicago,PARTNER0374,True,LIC1802100
PARTNER0445,Joshua Atkins,555-7956159,Bike,1.7,126,Chicago,PARTNER0083,False,LIC9286909
PARTNER0446,Kenneth Warner,555-3509546,Van,4.3,271,New York,PARTNER0164,False,LIC4342976
PARTNER0447,Walter Clay,555-1525002,Car,1.4,277,New York,PARTNER0316,False,LIC6118974
PARTNER0448,Nathan Phillips,555-8764758,Car,2.5,452,Houston,PARTNER0352,True,LIC5874881
PARTNER0449,Edgar Klein,555-9780329,Car,1.1,611,Phoenix,PARTNER0370,True,LIC2869891
PARTNER0450,Janice George,555-4490164,Car,1.2,666,Los Angeles,PARTNER0331,False,LIC6841557
PARTNER0451,Robert Lyons,555-4491291,Bike,1.7,534,New York,PARTNER0205,False,LIC1742372
PARTNER0452,David Elliott,555-9258590,Van,2.3,225,Houston,PARTNER0214,False,LIC1336124
PARTNER0453,Taylor Campbell,555-5930078,Bike,2.2,723,Houston,PARTNER0033,True,LIC1765788
PARTNER0454,Rachel Brown,555-1048814,Car,5.0,224,Chicago,PARTNER0216,False,LIC4389847
PARTNER0455,Rebecca Reynolds,555-5904196,Car,4.6,684,Houston,PARTNER0023,True,LIC6408706
PARTNER0456,Kendra Powell,555-3788171,Bike,3.0,145,Chicago,PARTNER0288,False,LIC3329635
PARTNER0457,Samantha Davis,555-5583370,Bike,1.8,655,New York,PARTNER0069,True,LIC6472961
PARTNER0458,David Flores III,555-6619929,Van,2.6,863,Chicago,PARTNER0386,False,LIC6527434
PARTNER0459,Charles Knox,555-4225957,Car,3.9,477,Chicago,PARTNER0437,False,LIC5525597
PARTNER0460,Jared Ward,555-9987031,Van,3.4,840,Los Angeles,PARTNER0243,True,LIC4605763
PARTNER0461,Joshua Massey,555-9520120,Van,3.2,458,Houston,PARTNER0131,False,LIC8267406
PARTNER0462,Kenneth Brown,555-1034043,Van,4.0,471,Houston,PARTNER0452,True,LIC6071696
PARTNER0463,John Vargas,555-1849221,Van,1.5,724,Houston,PARTNER0021,False,LIC1552278
PARTNER0464,Elaine Perez,555-5909589,Car,1.2,133,Los Angeles,PARTNER0088,False,LIC2945563
PARTNER0465,Christopher Butler,555-2780320,Bike,4.6,630,New York,PARTNER0340,True,LIC4051118
PARTNER0466,Edward Aguirre,555-2368727,Car,3.6,922,New York,PARTNER0061,True,LIC3484135
PARTNER0467,Emily Shields,555-3174309,Car,4.2,627,Chicago,PARTNER0193,True,LIC6552931
PARTNER0468,William Fisher,555-9590976,Van,1.6,519,New York,PARTNER0339,True,LIC6520326
PARTNER0469,James Smith,555-9171613,Car,4.2,179,Houston,PARTNER0431,True,LIC7152829
PARTNER0470,Brian Hoover,555-9391318,Car,2.1,618,Phoenix,PARTNER0112,False,LIC5532255
PARTNER0471,Joseph Evans,555-6665228,Car,2.4,340,Chicago,PARTNER0223,False,LIC5423842
PARTNER0472,Linda Norris,555-7524184,Van,4.3,987,New York,PARTNER0127,False,LIC5137200
PARTNER0473,Matthew Brown,555-2267496,Van,1.1,437,Chicago,PARTNER0107,True,LIC5249817
PARTNER0474,Oscar Barrett,555-1654215,Van,4.9,675,New York,PARTNER0396,False,LIC5716167
PARTNER0475,Monica Thompson,555-7646918,Van,3.8,207,Houston,PARTNER0489,False,LIC6374877
PARTNER0476,Tammy Perez,555-8611560,Bike,3.5,384,Los Angeles,PARTNER0317,True,LIC3715327
PARTNER0477,Jacob Taylor,555-8161232,Bike,1.3,847,New York,PARTNER0394,True,LIC8706924
PARTNER0478,Dakota Gallagher,555-4780576,Bike,4.2,969,Los Angeles,PARTNER0183,False,LIC6997514
PARTNER0479,Shelley Gonzales,555-1725323,Car,4.4,374,Phoenix,PARTNER0478,False,LIC2968218
PARTNER0480,Jeffrey Howard,555-7305504,Van,2.0,664,New York,PARTNER0313,True,LIC6547299
PARTNER0481,Christopher Farrell,555-7398238,Car,2.1,208,Los Angeles,PARTNER0438,True,LIC4036875
PARTNER0482,Anthony Brown,555-6253543,Bike,3.4,116,Phoenix,PARTNER0319,True,LIC1568293
PARTNER0483,Sergio King,555-3408155,Car,1.1,711,Chicago,PARTNER0181,True,LIC6546111
PARTNER0484,Brittany Carroll,555-5333856,Van,2.1,359,Los Angeles,PARTNER0171,True,LIC6113879
PARTNER0485,Wanda Hill,555-8941081,Van,4.5,838,Phoenix,PARTNER0045,False,LIC1709366
PARTNER0486,Julie Kirby,555-2346614,Car,2.5,282,Houston,PARTNER0309,False,LIC9504578
PARTNER0487,Dana Smith,555-3197068,Bike,1.8,313,Houston,PARTNER0499,True,LIC5275013
PARTNER0488,Brianna Hamilton,555-4064437,Bike,3.0,168,Chicago,PARTNER0202,True,LIC4588966
PARTNER0489,Lindsey Carrillo,555-8205773,Bike,3.2,481,Chicago,PARTNER0423,True,LIC6819315
PARTNER0490,Kenneth Walter,555-4737392,Bike,4.2,852,Houston,PARTNER0288,False,LIC3349042
PARTNER0491,Monica Huerta,555-4668401,Van,3.6,887,New York,PARTNER0175,False,LIC3087469
PARTNER0492,Stephen Watson,555-8218244,Van,2.9,657,Los Angeles,PARTNER0253,False,LIC9570284
PARTNER0493,Tammy Jackson,555-5359191,Bike,4.1,404,New York,PARTNER0372,True,LIC6575937
PARTNER0494,Linda Krueger,555-8447249,Van,1.2,835,Chicago,PARTNER0180,False,LIC8009327
PARTNER0495,Erika Phillips,555-8743003,Car,4.2,709,Chicago,PARTNER0365,False,LIC2765513
PARTNER0496,Mary Kramer,555-1298704,Car,1.7,689,Houston,PARTNER0309,True,LIC8241756
PARTNER0497,Kristin Reyes,555-4408293,Car,4.4,436,Chicago,PARTNER0377,True,LIC5900684
PARTNER0498,Shannon Kerr,555-1036519,Van,3.5,190,New York,PARTNER0046,False,LIC5167946
PARTNER0499,Jamie Lopez,555-1818433,Bike,1.4,352,Chicago,PARTNER0326,True,LIC1587883
PARTNER0500,Katherine Potter,555-5110763,Bike,4.0,338,Los Angeles,PARTNER0444,False,LIC9535186
